company_symbol,sector,ev_ebitda,revenue_growth,profit_margin,gross_profit_margin,return_on_equity,fixed_asset_turnover,asset_turnover,debt_to_equity,capex_to_revenue,r_and_d_to_revenue,dividend_yield,current_ratio,debt_to_equity_squared,current_ratio_squared,positive_roe,return_on_equity_x_positive_roe
PQG,Basic Materials,10.5221,0.0924,0.036,0.237311849,0.0351,1.330175297,0.37161915,1.2738,0.0819,0.0,0.0,2.185,1.6225664400000002,4.774225,1,0.0351
LBRT,Energy,4.7107,0.4465,0.063,0.244245839,0.3119,3.436927979,1.930258907,0.246,0.1186,0.0,0.0077,2.099,0.060516,4.405801000000001,1,0.3119
SBGI,Consumer Cyclical,7.6851,0.1589,0.112,0.363870876,0.2082,4.473032211,0.464863208,2.3752,0.0344,0.0,0.0281,3.113,5.64157504,9.690769,1,0.2082
EGOV,Technology,7.537,0.0249,0.169,0.408431429,0.2753,33.62909516,1.110696045,0.0,0.0406,0.0,0.0256,3.213,0.0,10.323369000000001,1,0.2753
TSE,Consumer Cyclical,4.9047,0.0393,0.063,0.114389547,0.3805,7.807464955,1.695320522,1.5192,0.026,0.0,0.0332,3.038,2.3079686400000003,9.229443999999999,1,0.3805
ECL,Basic Materials,16.7556,0.0602,0.097,0.411931934,0.1786,3.823826903,0.730688187,0.8803,0.0557,0.0,0.0115,1.269,0.77492809,1.6103609999999997,1,0.1786
ELY,Consumer Cyclical,9.1638,0.1851,0.084,0.465363033,0.1446,14.04776653,1.180341975,0.0689,0.0296,0.0328,0.0026,1.731,0.00474721,2.9963610000000003,1,0.1446
RMD,Healthcare,22.2604,0.1323,0.135,0.582072613,0.1533,6.05405769,0.763790735,0.1367,0.0267,0.0663,0.0135,2.085,0.018686889999999998,4.347225,1,0.1533
H,Consumer Cyclical,6.1621,-0.0018,0.173,0.219802425,0.2095,1.234478936,0.582755463,0.4452,0.0667,0.0,0.0089,1.268,0.19820304,1.6078240000000001,1,0.2095
EXPR,Consumer Cyclical,2.2234,-0.0208,0.009,0.290715969,0.0291,5.329463499,1.818567996,0.0,0.0266,0.0,0.0,1.897,0.0,3.598609,1,0.0291
FII,Financial Services,8.1621,0.0297,0.194,1.0,0.257,21.33568168,0.735693144,0.1575,0.0152,0.0,0.0399,1.678,0.024806250000000002,2.8156839999999996,1,0.257
TRU,Industrials,18.5503,0.1983,0.119,0.659028137,0.1464,10.51838402,0.329157078,2.1422,0.0777,0.0,0.004,1.534,4.58902084,2.3531560000000002,1,0.1464
XYL,Industrials,15.0891,0.1062,0.105,0.389091607,0.1983,7.9375,0.720991415,0.8338,0.0455,0.0363,0.0126,1.508,0.69522244,2.274064,1,0.1983
RYN,Basic Materials,14.4944,-0.0042,0.125,0.258386449,0.0657,35.87262098,0.293504506,0.6247,0.147,0.0,0.0383,3.271,0.39025009000000005,10.699441,1,0.0657
PPG,Basic Materials,12.3761,0.0424,0.087,0.414531026,0.2896,5.480926916,0.959975023,1.0834,0.025,0.0287,0.0182,1.363,1.1737555599999998,1.857769,1,0.2896
WAIR,Industrials,13.7478,0.0987,0.021,0.256713681,0.0472,35.52652415,0.877603276,1.2279,0.0036,0.0,0.0,4.081,1.50773841,16.654561000000005,1,0.0472
TPC,Industrials,6.0353,-0.0636,0.019,0.102017392,0.0461,9.078751664,1.015249267,0.4209,0.0159,0.0,0.0,1.987,0.17715681,3.9481690000000005,1,0.0461
DDS,Consumer Cyclical,4.4815,0.0007,0.034,0.346110873,0.1296,3.786339016,1.744011396,0.4276,0.0185,0.0,0.0056,1.658,0.18284176,2.7489639999999995,1,0.1296
TMST,Basic Materials,9.2553,0.2117,-0.02,0.065131007,-0.0592,2.388196916,1.344856379,0.3533,0.0242,0.0,0.0,2.226,0.12482089,4.955076,0,-0.0
HAIN,Consumer Defensive,39.5353,0.0488,0.004,0.209721906,0.0056,7.923890616,0.834082426,0.4111,0.0288,0.0,0.0,2.489,0.16900321000000001,6.195120999999999,1,0.0056
KMX,Consumer Cyclical,18.1637,0.0784,0.039,0.136029823,0.2002,6.419129146,0.979065692,3.9551,0.0173,0.0,0.0,2.608,15.642816009999999,6.801664000000001,1,0.2002
LH,Healthcare,8.9046,0.0995,0.078,0.28026894,0.1268,6.512325461,0.700227985,0.8692,0.0335,0.0,0.0,1.509,0.75550864,2.277081,1,0.1268
PLCE,Consumer Cyclical,9.6309,0.0476,0.045,0.38034781,0.1788,7.234070945,1.989171775,0.0453,0.0314,0.0,0.0113,1.821,0.00205209,3.316041,1,0.1788
FND,Consumer Cyclical,14.6006,0.2348,0.068,0.410719549,0.1988,5.207140812,1.385512089,0.2487,0.0885,0.0,0.0,1.384,0.06185169,1.9154559999999998,1,0.1988
FUL,Basic Materials,10.7611,0.3187,0.056,0.27520337,0.1485,4.777325862,0.72815454,1.9496,0.0215,0.0,0.0128,1.996,3.80094016,3.984016,1,0.1485
MRC,Energy,8.685,0.1443,0.012,0.16514861,0.1069,29.8,1.714050945,0.9884,0.0034,0.0,0.0,2.575,0.9769345599999999,6.630625000000001,1,0.1069
SCHL,Consumer Cyclical,26.3692,-0.065,-0.003,0.542741341,-0.0038,2.930885529,0.892078449,0.006,0.0968,0.0,0.0133,2.15,3.6e-05,4.6225,0,-0.0
BECN,Industrials,11.9754,0.4665,0.013,0.248246151,0.0523,22.8892681,0.986118345,1.3907,0.0072,0.0,0.0,1.588,1.93404649,2.5217440000000004,1,0.0523
COO,Healthcare,21.2243,0.1841,0.055,0.644464624,0.0423,2.595081967,0.414343672,0.6116,0.0764,0.0335,0.0002,2.033,0.37405456000000004,4.133089,1,0.0423
COMM,Technology,8.6709,0.0017,0.031,0.369548301,0.0798,10.13197383,0.689013951,2.2688,0.0152,0.0406,0.0,2.719,5.1474534400000005,7.392961,1,0.0798
MWA,Industrials,11.8296,0.109,0.115,0.316484716,0.1875,6.070245195,0.709033207,0.79,0.0608,0.0,0.0167,4.102,0.6241000000000001,16.826404000000004,1,0.1875
BOOT,Consumer Cyclical,10.4354,0.0764,0.043,0.306682361,0.1346,7.59964353,1.153090191,0.9856,0.036,0.0,0.0,1.597,0.97140736,2.5504089999999997,1,0.1346
TKR,Industrials,7.3237,0.1921,0.085,0.290465818,0.1917,3.92588532,0.805543058,1.0646,0.031,0.0,0.0297,2.534,1.1333731599999999,6.421155999999999,1,0.1917
RL,Consumer Cyclical,9.1886,-0.0707,0.026,0.606845349,0.0471,5.211413639,1.00634838,0.1724,0.0261,0.0,0.0185,2.236,0.02972176,4.999696000000001,1,0.0471
MASI,Healthcare,21.8714,0.0861,0.225,0.669811683,0.1997,5.171287928,0.743224473,0.0,0.02,0.0897,0.0,5.364,0.0,28.772496,1,0.1997
ALSN,Consumer Cyclical,7.3252,0.1994,0.236,0.524143015,0.9697,5.821888412,0.640311541,3.8285,0.0369,0.0483,0.0137,1.702,14.65741225,2.896804,1,0.9697
BRKR,Healthcare,15.1791,0.0734,0.095,0.47478371,0.2004,7.005173688,0.890538382,0.3804,0.0257,0.0915,0.0054,2.176,0.14470416,4.7349760000000005,1,0.2004
G,Industrials,12.0453,0.0964,0.094,0.359579311,0.2008,14.10709165,0.850215827,0.9287,0.0532,0.0,0.0111,1.388,0.8624836899999999,1.9265439999999998,1,0.2008
CFX,Industrials,10.9466,0.1111,0.038,0.308943845,0.0429,11.20817961,0.554237497,0.3662,0.0095,0.0,0.0,1.633,0.13410244000000002,2.666689,1,0.0429
GPC,Consumer Cyclical,11.9095,0.1488,0.043,0.319389575,0.2349,18.23842252,1.477175267,0.911,0.0116,0.0,0.03,1.284,0.829921,1.6486560000000001,1,0.2349
BGS,Consumer Defensive,9.1876,0.033,0.101,0.205495883,0.1916,6.01927426,0.556751524,1.8175,0.0245,0.0,0.0654,2.268,3.3033062499999994,5.1438239999999995,1,0.1916
JAZZ,Healthcare,10.047,0.1682,0.236,0.935722362,0.1621,9.437716487,0.363394882,0.579,0.0108,0.1198,0.0,3.572,0.33524099999999996,12.759184000000001,1,0.1621
CMCO,Industrials,10.4502,0.3175,0.026,0.339593219,0.0541,7.423296987,0.734755953,0.89,0.0173,0.0162,0.0046,1.741,0.7921,3.0310810000000004,1,0.0541
CRS,Industrials,9.8213,0.2003,0.087,0.177179404,0.1269,1.642835389,0.717559029,0.3673,0.0617,0.0,0.0135,3.245,0.13490929000000002,10.530025,1,0.1269
GDI,Technology,8.7619,0.1324,0.1,0.376422039,0.1607,7.542905216,0.599451762,0.9977,0.0181,0.0,0.0,2.232,0.9954052900000001,4.981824000000001,1,0.1607
FFIV,Technology,15.936,0.0341,0.21,0.832756626,0.3529,14.90193875,0.829563197,0.0,0.0243,0.1694,0.0,1.485,0.0,2.2052250000000004,1,0.3529
HOG,Consumer Cyclical,16.574,0.0123,0.093,0.361215174,0.2996,6.323053492,0.536007416,4.2838,0.0373,0.0,0.0434,1.247,18.35094244,1.5550090000000003,1,0.2996
UNVR,Basic Materials,8.8799,0.0459,0.02,0.220110049,0.1446,9.031701193,1.637299901,1.9973,0.0093,0.0,0.0,1.64,3.9892072900000004,2.6895999999999995,1,0.1446
HAE,Healthcare,25.6205,0.0201,0.05,0.455689257,0.0606,2.721380917,0.730537872,0.3372,0.0797,0.0434,0.0,1.355,0.11370384,1.836025,1,0.0606
MRTN,Industrials,5.1687,0.1282,0.07,0.598054327,0.0955,1.33892185,1.044687387,0.0,0.1286,0.0,0.0062,2.272,0.0,5.1619839999999995,1,0.0955
LMNX,Healthcare,18.4584,0.0302,0.058,0.618998917,0.0389,4.764331402,0.601357643,0.0,0.0674,0.1493,0.0104,3.946,0.0,15.570916000000002,1,0.0389
AAP,Consumer Cyclical,13.6783,0.0221,0.044,0.440414302,0.1194,6.998289974,1.059719834,0.2945,0.02,0.0,0.0015,1.565,0.08673025,2.4492249999999998,1,0.1194
BEAT,Healthcare,22.9043,0.393,0.107,0.627042696,0.1379,8.257477727,0.680762303,0.6452,0.0617,0.0281,0.0,2.955,0.41628304,8.732025,1,0.1379
LZB,Consumer Cyclical,7.5839,0.042,0.051,0.393161514,0.1321,8.756797249,1.773802391,0.0007,0.0229,0.0,0.016,2.858,4.9e-07,8.168164,1,0.1321
EEFT,Industrials,10.8726,0.1262,0.092,0.413234651,0.1889,8.690984654,0.763779167,0.5093,0.0443,0.0,0.0,1.515,0.25938648999999997,2.295225,1,0.1889
CVGI,Consumer Cyclical,3.217,0.1887,0.05,0.143529787,0.3869,13.79033472,2.147028436,1.4235,0.0157,0.0,0.0,2.371,2.02635225,5.621641,1,0.3869
GMS,Basic Materials,10.1687,0.0829,0.025,0.32593514,0.1087,15.35296671,1.726675838,1.0284,0.0095,0.0,0.0,2.71,1.05760656,7.3441,1,0.1087
WWD,Industrials,16.5618,0.1083,0.078,0.260632459,0.1173,2.194209461,0.613581738,0.8101,0.0547,0.0638,0.0069,1.886,0.6562620100000001,3.556996,1,0.1173
TTC,Industrials,13.1811,0.0453,0.104,0.359349665,0.4065,9.646576463,1.666885213,0.4672,0.0344,0.0,0.0142,1.68,0.21827584,2.8223999999999996,1,0.4065
WAB,Industrials,14.0149,0.1241,0.068,0.282771103,0.1029,7.739529975,0.50450296,1.3461,0.0188,0.02,0.0068,2.702,1.8119852100000002,7.300803999999999,1,0.1029
DK,Energy,4.3896,0.4081,0.033,0.095064057,0.2083,4.662216957,1.77639482,1.0923,0.0304,0.0,0.0295,1.455,1.19311929,2.1170250000000004,1,0.2083
TTD,Technology,40.3953,0.5486,0.185,1.0,0.2234,14.44332143,0.426966594,0.0,0.0528,0.1758,0.0,1.48,0.0,2.1904,1,0.2234
DXPE,Industrials,7.1835,0.208,0.029,0.273153116,0.1161,23.6936879,1.737518608,0.7834,0.0056,0.0,0.0,2.691,0.6137155599999999,7.241480999999999,1,0.1161
ENS,Technology,9.0488,0.0907,0.046,0.255008441,0.1,6.615822785,1.038186113,0.5002,0.0269,0.0,0.0105,3.132,0.25020003999999996,9.809424,1,0.1
RP,Technology,28.5101,0.2959,0.04,0.581153103,0.0327,5.66333177,0.414477639,0.5612,0.0586,0.1363,0.0,1.312,0.31494544,1.7213440000000002,1,0.0327
TFX,Healthcare,35.3205,0.1407,0.082,0.565451565,0.0791,5.657521617,0.389994665,0.8499,0.033,0.0434,0.0053,2.122,0.72233001,4.502884,1,0.0791
UFS,Basic Materials,4.1588,0.0596,0.052,0.211182401,0.1115,2.094049904,1.107614213,0.3365,0.0348,0.0,0.0619,2.029,0.11323225000000002,4.116841,1,0.1115
SPR,Industrials,8.2065,0.0342,0.085,0.150387704,0.4985,3.331795534,1.270159517,1.5315,0.0376,0.0059,0.0064,1.801,2.3454922500000004,3.243601,1,0.4985
WETF,Financial Services,18.6946,0.2007,0.134,1.0,0.1022,30.04998904,0.292384786,0.5478,0.0003,0.0,0.018,1.883,0.30008483999999996,3.545689,1,0.1022
LCI,Healthcare,6.4963,0.0809,0.042,0.421737663,0.0479,2.934927352,0.434559298,1.4013,0.0764,0.0426,0.0,2.622,1.96364169,6.874884,1,0.0479
FLIR,Technology,15.2253,-0.0137,0.159,0.507025454,0.1505,7.177185771,0.638450735,0.2248,0.0173,0.0993,0.0147,4.09,0.05053504,16.728099999999998,1,0.1505
JCOM,Technology,9.9934,0.08,0.107,0.833450814,0.1242,12.21797739,0.471446757,0.9782,0.0467,0.0401,0.0242,1.498,0.9568752399999999,2.244004,1,0.1242
MIDD,Industrials,13.0416,0.1659,0.116,0.368771739,0.1905,8.656069098,0.598475179,1.1363,0.0132,0.0,0.0,1.899,1.2911776900000003,3.606201,1,0.1905
WST,Healthcare,19.7196,0.074,0.12,0.317573076,0.1482,2.089294404,0.86785588,0.1404,0.061,0.0235,0.0058,3.153,0.01971216,9.941409,1,0.1482
BERY,Consumer Cyclical,9.2745,0.1091,0.063,0.18185284,0.3466,3.16278135,0.861789508,4.0839,0.0427,0.0,0.0,1.847,16.678239209999997,3.411409,1,0.3466
WNC,Industrials,6.6859,0.283,0.031,0.125106405,0.1465,10.95351006,1.738186267,1.0677,0.0072,0.0,0.0229,2.022,1.1399832900000002,4.088483999999999,1,0.1465
TTMI,Technology,6.7731,0.071,0.047,0.160517072,0.1228,2.706460119,0.823502105,0.969,0.0526,0.0,0.0,1.695,0.9389609999999999,2.873025,1,0.1228
FLS,Industrials,17.0954,0.0469,0.031,0.309924215,0.0729,6.282070363,0.830250438,0.903,0.0203,0.0,0.02,2.205,0.815409,4.862025,1,0.0729
IAC,Technology,16.5506,0.289,0.147,0.786261064,0.2205,13.3716813,0.620094449,0.7947,0.0201,0.0726,0.0,3.127,0.6315480899999999,9.778128999999998,1,0.2205
UCTT,Technology,6.3509,0.1863,0.033,0.160362345,0.0839,7.643459107,1.135731871,0.7821,0.0238,0.0121,0.0,3.323,0.6116804100000001,11.042329,1,0.0839
ANGI,Technology,46.7952,0.5376,0.068,0.950771081,0.0589,15.97878886,0.626230139,0.1978,0.0323,0.054,0.0,2.356,0.03912484,5.550736,1,0.0589
BCOR,Technology,16.2294,0.0999,0.09,0.529456371,0.0833,45.23819517,0.561733945,0.4288,0.0136,0.0345,0.0,2.73,0.18386944000000002,7.4529,1,0.0833
IPI,Basic Materials,7.4498,0.1706,0.057,0.183756662,0.0282,0.601573038,0.396530289,0.119,0.0806,0.0,0.0,4.179,0.014160999999999998,17.464041,1,0.0282
BLDR,Basic Materials,6.0034,0.0982,0.027,0.248931651,0.3441,11.52821848,2.634364591,2.6181,0.0125,0.0,0.0,1.879,6.85444761,3.530641,1,0.3441
CPS,Consumer Cyclical,6.2844,0.0031,0.03,0.152524472,0.1296,3.68740278,1.383587682,0.9996,0.0601,0.0,0.0,1.531,0.9992001600000001,2.3439609999999997,1,0.1296
CHEF,Consumer Defensive,16.5942,0.1099,0.014,0.254080516,0.0661,16.94039355,1.972437118,0.9014,0.0137,0.0,0.0,2.619,0.81252196,6.859161000000001,1,0.0661
APH,Technology,13.4954,0.1698,0.147,0.323689344,0.3,9.365151861,0.816533763,0.8889,0.0373,0.0,0.0109,1.865,0.7901432100000001,3.478225,1,0.3
GPRE,Basic Materials,3.8083,0.0687,0.004,0.048102789,0.0168,4.714411182,1.734027031,0.5456,0.0115,0.0,0.0366,1.447,0.29767935999999995,2.0938090000000003,1,0.0168
RS,Industrials,6.1965,0.1866,0.055,0.284494343,0.1356,6.667726458,1.433765491,0.4717,0.0183,0.0,0.0281,4.699,0.22250089,22.080600999999998,1,0.1356
HIBB,Consumer Cyclical,4.2041,-0.0049,0.036,0.322981681,0.1096,8.826222903,2.096410925,0.01,0.0235,0.0,0.0,3.001,0.0001,9.006001,1,0.1096
ALGN,Healthcare,31.239,0.3347,0.204,0.73626895,0.3194,3.772074832,0.958115586,0.0,0.1136,0.0655,0.0,1.882,0.0,3.5419239999999994,1,0.3194
HEI,Industrials,27.202,0.1659,0.146,0.388539596,0.1854,11.48851292,0.669979528,0.3808,0.0236,0.0,0.0013,2.598,0.14500864000000002,6.749604,1,0.1854
CMG,Consumer Cyclical,24.0028,0.0868,0.036,0.187254843,0.1225,3.527258213,2.147405141,0.0,0.0591,0.0,0.0,1.811,0.0,3.279721,1,0.1225
RPM,Basic Materials,13.1811,0.0733,0.063,0.409875672,0.2071,6.819943714,1.009450433,1.3332,0.0215,0.0,0.0255,2.454,1.77742224,6.0221160000000005,1,0.2071
BWXT,Industrials,12.2508,0.0665,0.126,0.28002449,0.9631,4.097744053,1.087483143,3.2582,0.0607,0.0085,0.0167,1.438,10.61586724,2.067844,1,0.9631
WOR,Industrials,10.2482,0.1883,0.054,0.157151512,0.212,6.122741337,1.366098772,0.8167,0.0212,0.0,0.0173,1.919,0.66699889,3.682561,1,0.212
NUVA,Healthcare,17.1867,0.0731,0.011,0.717568262,0.015,4.612750742,0.645084869,0.722,0.0925,0.056,0.0,3.445,0.521284,11.868025,1,0.015
BIOS,Healthcare,32.1004,-0.1325,-0.089,0.342836749,-0.0858,7.610991819,0.496357331,0.8947,0.0196,0.0,0.0,1.948,0.8004880900000001,3.794704,0,-0.0
FRAN,Consumer Cyclical,3.1425,-0.0318,0.033,0.438356252,0.136,5.378189779,2.546307493,0.0,0.0568,0.0,0.0,2.604,0.0,6.780816000000001,1,0.136
HTLD,Industrials,6.9228,0.0057,0.119,0.743978009,0.118,1.515189026,0.757619885,0.0,0.0631,0.0,0.0044,3.594,0.0,12.916835999999998,1,0.118
EV,Financial Services,9.6861,0.1133,0.224,0.850342106,0.3449,32.46831846,0.472935226,1.3479,0.011,0.0,0.0284,1.935,1.8168344100000002,3.744225,1,0.3449
PKG,Consumer Cyclical,6.7821,0.0884,0.105,0.234553645,0.2762,2.256514186,1.067719987,0.9365,0.0786,0.0,0.0359,3.049,0.87703225,9.296401,1,0.2762
NAV,Industrials,7.7765,0.196,0.033,0.188585366,-0.0865,7.481751825,1.417704011,-1.3907,0.0326,0.029,0.0,1.349,1.93404649,1.819801,0,-0.0
PRGO,Healthcare,9.4464,-0.0434,0.028,0.387070186,0.0231,5.707031721,0.430804669,0.5721,0.0217,0.0462,0.0196,1.888,0.32729841000000004,3.5645439999999997,1,0.0231
MSA,Industrials,17.3711,0.1348,0.091,0.450527353,0.1959,8.598860327,0.844585737,0.5701,0.0216,0.0388,0.0158,2.328,0.3250140100000001,5.4195839999999995,1,0.1959
CMP,Basic Materials,9.9241,0.0947,0.046,0.196772898,0.1274,1.419771863,0.63076988,2.5263,0.0648,0.0,0.0691,2.546,6.38219169,6.482115999999999,1,0.1274
FTNT,Technology,33.7559,0.2049,0.184,0.749944481,0.3288,6.6366986,0.585185185,0.0,0.0294,0.1357,0.0,1.768,0.0,3.125824,1,0.3288
SPB,Consumer Defensive,11.4718,0.0276,0.202,0.350329509,0.4859,7.6174,0.488357482,2.9414,0.0188,0.0117,0.0056,2.779,8.65183396,7.722841,1,0.4859
IFF,Basic Materials,24.2411,0.1703,0.085,0.423052294,0.0559,3.204715458,0.308590046,0.7547,0.0415,0.0783,0.0212,2.607,0.5695720900000001,6.796449000000001,1,0.0559
PETS,Consumer Defensive,13.7931,0.0988,0.136,0.357220599,0.3222,9.526460457,2.030614969,0.0,0.0026,0.0,0.0206,5.811,0.0,33.767721,1,0.3222
CETV,Consumer Cyclical,2.4202,0.0949,0.224,0.420227985,0.6886,5.985391653,0.472940369,3.4418,0.0349,0.0,0.0,2.678,11.845987240000001,7.171684,1,0.6886
THS,Consumer Defensive,17.2646,-0.0785,-0.011,0.164381205,-0.0284,5.088067933,1.032472954,1.0642,0.0327,0.0,0.0,2.003,1.13252164,4.012009000000001,0,-0.0
AMKR,Technology,2.6558,0.026,0.029,0.164617305,0.0694,1.628579772,0.960186162,0.7278,0.1261,0.0364,0.0,1.443,0.52969284,2.082249,1,0.0694
TBI,Industrials,5.7435,-0.0038,0.026,0.266324478,0.1112,43.33559328,2.2417549,0.1353,0.0068,0.0,0.0,1.906,0.01830609,3.6328359999999997,1,0.1112
BHE,Technology,5.2757,0.0456,0.009,0.085952078,0.0202,12.16599353,1.350925343,0.1361,0.0259,0.0,0.0283,2.613,0.01852321,6.827769,1,0.0202
MMSI,Healthcare,26.1778,0.2128,0.048,0.447203238,0.045,2.663290612,0.544905223,0.4236,0.0717,0.0674,0.0,2.451,0.17943695999999998,6.007401000000001,1,0.045
SPXC,Industrials,11.466,0.0791,0.053,0.266930976,0.1957,8.352877307,0.747800729,0.9202,0.0081,0.0,0.0,1.273,0.84676804,1.6205289999999997,1,0.1957
ARCH,Basic Materials,3.6248,0.0547,0.127,0.214775998,0.4435,2.936876818,1.299262875,0.4512,0.0389,0.0,0.0193,2.668,0.20358144,7.1182240000000006,1,0.4435
AVD,Basic Materials,9.7958,0.2795,0.053,0.402030061,0.0735,9.223422399,0.765299779,0.2936,0.0177,0.0,0.0053,2.131,0.08620096000000002,4.541160999999999,1,0.0735
COLM,Consumer Cyclical,12.342,0.1363,0.096,0.49471332,0.1603,9.610303296,1.183054484,0.0,0.0234,0.0,0.0107,3.081,0.0,9.492561,1,0.1603
SEDG,Technology,8.5646,0.5439,0.137,0.340613954,0.2291,7.85422655,0.971761752,0.0358,0.0412,0.0878,0.0,3.001,0.00128164,9.006001,1,0.2291
LLNW,Technology,7.3798,0.0613,0.05,0.477707364,0.0596,7.146979326,0.983637049,0.0,0.0817,0.123,0.0,2.758,0.0,7.606564,1,0.0596
CSGS,Technology,7.5068,0.1083,0.076,0.485954661,0.1832,10.69584296,0.785255599,0.9967,0.0653,0.1417,0.0264,1.711,0.99341089,2.927521,1,0.1832
FBM,Industrials,8.235,0.142,-0.006,0.288781262,-0.0333,13.48126166,1.552594465,1.6064,0.0159,0.0,0.0,2.385,2.5805209600000003,5.688224999999999,0,-0.0
VAR,Healthcare,18.3398,0.1145,0.051,0.436298859,0.0946,10.63037145,0.897439051,0.0,0.0163,0.0801,0.0,1.634,0.0,2.6699559999999996,1,0.0946
WAT,Technology,16.3282,0.048,0.245,0.589837553,0.3789,7.05347977,0.649222547,0.7327,0.0397,0.0593,0.0,5.932,0.53684929,35.188624000000004,1,0.3789
FLOW,Industrials,8.4316,0.071,0.021,0.314051959,0.0462,8.317150816,0.819068893,0.803,0.0122,0.0,0.0,1.552,0.6448090000000001,2.408704,1,0.0462
MKSI,Technology,5.3963,0.0831,0.189,0.472012059,0.2097,10.67623619,0.793769217,0.1857,0.0303,0.0654,0.0121,5.561,0.03448449,30.924720999999998,1,0.2097
CRL,Healthcare,13.6578,0.2199,0.1,0.370711126,0.1718,2.42914768,0.58769894,1.2662,0.0618,0.0,0.0,1.608,1.60326244,2.5856640000000004,1,0.1718
FDS,Financial Services,21.573,0.1056,0.198,0.511685041,0.5079,13.42826595,0.951176761,1.0929,0.0248,0.0,0.0105,1.949,1.19443041,3.798601,1,0.5079
HSC,Basic Materials,6.6381,0.0718,0.08,0.251769644,0.5109,3.979685439,1.054819529,2.2449,0.0767,0.0032,0.0,1.451,5.039576009999999,2.105401,1,0.5109
LNTH,Healthcare,9.335,0.0362,0.118,0.50931346,0.5707,3.182689456,0.780695313,3.7528,0.0586,0.0497,0.0,3.704,14.083507840000001,13.719616000000002,1,0.5707
OLLI,Consumer Defensive,22.1167,0.2097,0.118,0.400774536,0.1602,19.62235826,1.037404197,0.0615,0.0178,0.0,0.0,2.221,0.00378225,4.932841000000001,1,0.1602
WMS,Consumer Cyclical,10.7195,0.0581,0.047,0.227368806,0.2016,3.331039784,1.275211312,1.2345,0.0314,0.0,0.0113,2.072,1.5239902499999998,4.293184,1,0.2016
WLK,Basic Materials,5.0712,0.0739,0.115,0.230110017,0.1782,1.309325246,0.74426823,0.4773,0.0813,0.0,0.0139,2.402,0.22781529,5.769604000000001,1,0.1782
USCR,Basic Materials,6.9596,0.1275,0.02,0.195300053,0.096,2.214642752,1.098519653,2.2859,0.0265,0.0,0.0,1.282,5.225338809999999,1.643524,1,0.096
ERI,Consumer Cyclical,14.5257,0.3884,0.046,0.505392735,0.0925,0.713245931,0.347800087,4.102,0.0712,0.0,0.0,1.425,16.826404000000004,2.030625,1,0.0925
FOSL,Consumer Cyclical,6.035,-0.0885,-0.001,0.527304083,-0.0059,13.87252392,1.613440342,0.6767,0.0068,0.0,0.0,2.078,0.45792288999999997,4.318083999999999,0,-0.0
STE,Healthcare,15.1523,0.0028,0.111,0.417079263,0.0907,2.592710317,0.503813024,0.4105,0.0624,0.0232,0.0133,2.484,0.16851024999999997,6.170256,1,0.0907
FOXF,Consumer Cyclical,21.5004,0.3019,0.136,0.331859986,0.2616,9.557711305,1.276084278,0.185,0.0488,0.0417,0.0,2.397,0.034225,5.745608999999999,1,0.2616
DCI,Industrials,14.0612,0.1527,0.066,0.342257333,0.2102,5.368545062,1.383284428,0.6331,0.0351,0.0219,0.0153,2.398,0.40081561,5.7504040000000005,1,0.2102
IRBT,Technology,14.8524,0.2361,0.081,0.508361828,0.1644,19.15940097,1.424562657,0.0,0.0297,0.1287,0.0,2.407,0.0,5.793649,1,0.1644
LEG,Consumer Cyclical,10.1476,0.0826,0.072,0.208150837,0.2644,5.860672615,1.262418687,1.0104,0.0374,0.0,0.0419,1.869,1.0209081599999998,3.493161,1,0.2644
BC,Consumer Cyclical,9.5109,0.0669,0.051,0.256047449,0.1676,7.428653708,1.202190376,0.7714,0.0362,0.0288,0.0168,1.496,0.59505796,2.238016,1,0.1676
MBUU,Consumer Cyclical,8.9985,0.7628,0.056,0.242135847,0.2055,12.16800098,1.358790271,0.8074,0.0207,0.0,0.0,2.048,0.65189476,4.194304,1,0.2055
AJRD,Industrials,8.9523,0.01,0.072,0.182762804,0.3259,4.743307481,0.761375045,1.4845,0.0228,0.0,0.0,1.405,2.2037402499999996,1.9740250000000001,1,0.3259
ST,Technology,10.6932,0.065,0.17,0.356302357,0.2296,4.473736563,0.518062541,1.2517,0.0454,0.0418,0.0,2.996,1.56675289,8.976016,1,0.2296
CRTO,Technology,8.3614,0.0016,0.039,0.362661793,0.0939,12.50082331,1.440275243,0.0037,0.0509,0.0779,0.0,1.543,1.3690000000000001e-05,2.380849,1,0.0939
ZUMZ,Consumer Cyclical,5.2447,0.109,0.029,0.334131622,0.0753,7.197412535,1.856621489,0.0,0.0259,0.0,0.0,2.813,0.0,7.912969000000001,1,0.0753
MLI,Industrials,8.849,0.1067,0.042,0.142542022,0.1905,6.766472494,1.831170699,0.9058,0.0153,0.0,0.0171,3.018,0.8204736400000001,9.108324,1,0.1905
ROG,Technology,11.2523,0.0707,0.1,0.353527678,0.1033,3.621249882,0.687142004,0.2693,0.0524,0.0376,0.0,4.532,0.07252249,20.539024,1,0.1033
HRC,Healthcare,21.2336,0.038,0.089,0.489536517,0.1562,8.674992385,0.653211009,1.2207,0.03,0.0476,0.0082,1.745,1.4901084899999997,3.0450250000000003,1,0.1562
