Company_symbol,Sector,Enterprise_Value_over_EBITDA,Revenue_Growth,Profit_Margin,grossProfitMargin,returnOnEquity,fixedAssetTurnover,assetTurnover,Debt_to_Equity,Capex_to_Revenue,R&D_to_Revenue,Dividend_Yield,currentRatio
LM,Financial Services,11.6442,0.0878,0.091,1.0,0.0745,21.16034392,0.385195818,0.6138,0.0119,0.0,0.0286,1.964
LXU,Basic Materials,12.5141,-0.1154,-0.272,0.04187381,-0.2111,0.388155788,0.329312142,1.2676,0.098,0.0,0.0,1.323
SON,Consumer Cyclical,9.5465,0.0703,0.058,0.193102944,0.1783,4.369303165,1.176170866,0.7874,0.0357,0.0,0.0305,1.403
GDOT,Financial Services,15.5526,0.1703,0.114,0.826101647,0.1305,8.661899575,0.455489398,0.0664,0.0586,0.0,0.0,1.029
ROP,Industrials,22.4781,0.1267,0.182,0.631742179,0.122,40.33566434,0.340417719,0.6386,0.0113,0.0,0.0062,1.112
NLS,Consumer Cyclical,9.5982,-0.0232,0.037,0.45806837,0.0803,17.85888549,1.191650848,0.1752,0.0262,0.0424,0.0,1.667
SITE,Industrials,29.0854,0.1346,0.035,0.321024476,0.2449,23.89479638,1.807702182,1.8983,0.0054,0.0,0.0,2.71
MSTR,Technology,36.7195,-0.0123,0.045,0.800057471,0.0425,9.584891851,0.581510409,0.0,0.0138,0.206,0.0,3.014
RBA,Industrials,15.0989,0.2047,0.104,0.544115259,0.1462,2.404497338,0.570078094,0.8803,0.0277,0.0,0.0214,1.371
OTIC,Healthcare,0.5399,-0.3972,-67.608,-0.269798658,-0.6317,0.186436436,0.007095779,0.1852,0.6658,42.7436,0.0,13.36
ZIOP,Healthcare,1.3202,-0.9771,940.041,1.0,1.8027,0.133090246,0.001536018,0.0,3.1438,233.7945,0.0,8.888
GRMN,Technology,12.1351,0.0724,0.207,0.591412134,0.1667,5.044925075,0.621871132,0.0,0.0461,0.1696,0.0332,2.893
MEDP,Healthcare,13.775,0.6155,0.104,0.305894642,0.1241,13.48366663,0.727931582,0.1352,0.0227,0.0,0.0,0.693
CEIX,Basic Materials,3.3226,0.0851,0.1,0.353777868,0.3732,0.727270181,0.554931726,2.1199,0.0951,0.0,0.0,0.963
NEWM,Consumer Cyclical,7.6998,0.1371,0.012,0.43301416,0.0254,4.493486608,1.056902866,0.6143,0.0076,0.0,0.1288,1.201
TCS,Consumer Cyclical,7.805,0.0455,0.023,0.579846902,0.0781,5.412168774,1.143933096,1.1466,0.0321,0.0,0.0,1.219
GATX,Industrials,9.434,-0.0116,0.155,0.590712029,0.1182,0.207786854,0.178673179,2.5393,0.7318,0.0,0.0249,0.694290976
EPC,Consumer Defensive,10.6734,-0.0278,0.046,0.464017186,0.0592,5.268568734,0.565198695,0.7434,0.0277,0.0273,0.0,1.327
SRG,Real Estate,9.2841,-0.109,-0.365,0.668686031,-0.0941,0.122425479,0.074669098,2.0468,0.0,0.0,0.0309,6.115455634
AMWD,Basic Materials,14.1665,0.2136,0.051,0.204277622,0.1086,5.429104915,0.759885617,1.3995,0.0399,0.0,0.0,2.138
CATY,Financial Services,8.341,0.1265,0.452,1.0,0.1281,5.834982411,0.035872233,0.3579,0.0111,0.0,0.0307,0.048873555
MSM,Industrials,11.1034,0.1095,0.103,0.434773421,0.2373,10.2792178,1.399851533,0.3859,0.014,0.0,0.0257,2.339
COLB,Financial Services,11.7522,0.1777,0.313,1.0,0.085,3.272306088,0.042177922,0.2439,-0.0085,0.0,0.0314,0.03112595
GEF,Consumer Cyclical,6.6956,0.0648,0.054,0.203650163,0.189,3.250104875,1.212532866,0.8216,0.0353,0.0,0.0359,1.457
MPAA,Consumer Cyclical,8.2231,0.013,0.045,0.250341482,0.0672,15.0959678,0.773944793,0.2474,0.0232,0.0133,0.0,1.458
HCHC,Communication Services,1.9265,0.2097,0.079,0.198057368,1.8388,5.252989636,0.30393001,8.4438,0.0171,0.0,0.0,1.662
GGG,Industrials,14.7794,0.1211,0.206,0.533807095,0.4536,7.210327308,1.122595215,0.369,0.0326,0.0382,0.0129,2.412
BPFH,Financial Services,11.1878,0.0011,0.203,1.0,0.1066,8.516713644,0.045530085,1.0789,0.0534,0.0,0.0454,0.024865934
TDS,Communication Services,4.1871,0.0129,0.026,0.542767665,0.0296,1.502647059,0.522232444,0.5349,0.1519,0.0,0.0197,2.651
MTH,Consumer Cyclical,7.9296,0.0888,0.064,0.184314983,0.1321,1.266943895,1.05302009,0.7613,0.0094,0.0,0.0,9.214899713
GTLS,Industrials,14.1446,0.2864,0.081,0.272894955,0.0995,3.002769316,0.571375876,0.6155,0.0328,0.0,0.0,1.805
SKYW,Industrials,5.818,0.0317,0.087,0.70982646,0.1427,0.643596436,0.510307431,1.6087,0.3381,0.0,0.009,1.104
CONN,Consumer Cyclical,14.3022,-0.0506,0.004,0.524848766,0.0121,10.5903585,0.797575651,2.039,0.0112,0.0,0.0,6.581
EZPW,Financial Services,4.2644,0.0877,0.048,0.593609214,0.0526,11.04583905,0.65512007,0.5613,0.0498,0.0,0.0,2.883
GNL,Real Estate,15.3947,0.0884,0.004,0.798141081,0.0076,0.102794618,0.08527236,1.2434,1.7048,0.0,0.1208,7.304217465
NPO,Industrials,10.6299,0.1698,0.013,0.312663185,0.0229,5.086321381,0.892877958,0.542,0.023,0.0,0.016,2.507
MLNX,Technology,21.088,0.2603,0.123,0.643099428,0.1031,10.3361023,0.685952855,0.0,0.0304,0.331,0.0,3.339
SEM,Healthcare,8.7507,0.164,0.027,0.145672981,0.1716,5.185962585,0.851950408,4.1324,0.0329,0.0,0.0,1.407
GEL,Energy,10.573,0.436,-0.026,0.217783759,-0.0036,0.585185697,0.449565995,2.029,0.0671,0.0,0.1137,1.332
AVID,Technology,10.1154,-0.0137,-0.026,0.578694451,0.064,19.14938375,1.554609299,-1.332,0.024,0.1509,0.0,1.048
HEP,Energy,12.5716,0.1141,0.353,0.710738414,0.4184,0.329001628,0.240765931,3.3238,0.0934,0.0,0.0921,1.148
GNRC,Technology,9.7849,0.2049,0.118,0.358316234,0.3133,6.876986919,0.833966255,1.3406,0.0234,0.0247,0.0,1.999
SHLO,Industrials,6.9875,0.094,0.01,0.101842722,0.0575,3.605409645,1.606290203,1.2363,0.044,0.0,0.0,1.367
IVC,Healthcare,28.7541,0.0061,-0.045,0.275288554,-0.1223,13.08571313,1.097636746,0.7118,0.0064,0.0,0.0119,2.005
ITT,Industrials,7.5548,0.0618,0.122,0.323194055,0.1831,5.291249036,0.713606114,0.0638,0.0348,0.0358,0.0111,1.886
MTRX,Energy,40.7641,-0.0885,-0.011,0.084224953,-0.036,15.02585174,1.95607249,0.0,0.008,0.0,0.0,1.497
CHH,Consumer Cyclical,13.4103,0.1062,0.208,0.486926008,-1.1773,8.164848865,0.914732468,-4.1062,0.0475,0.0,0.012,0.766
PGTI,Basic Materials,10.608,0.3667,0.077,0.348561832,0.1399,6.03673935,0.810172904,0.9513,0.0426,0.0,0.0,2.846
MDP,Consumer Cyclical,26.8646,0.3215,0.029,0.616641639,0.0605,4.68100062,0.334401631,2.857,0.0235,0.0,0.0405,1.645
SLAB,Technology,29.1506,0.1293,0.096,0.600505374,0.0783,6.244323943,0.53453065,0.3324,0.0282,0.2745,0.0,5.707
WWE,Consumer Cyclical,28.7486,0.1613,0.107,0.345078266,0.3149,6.281087724,1.328232655,0.6764,0.0347,0.0,0.0064,1.326
EHC,Healthcare,11.1977,0.0928,0.068,1.0,0.2289,2.616405677,0.826531401,1.9695,0.0631,0.0,0.0169,0.985
NOVT,Technology,21.8903,0.1785,0.08,0.425707714,0.1334,9.38434865,0.853748596,0.5631,0.0234,0.0831,0.0,2.704
DTE,Utilities,11.765,0.1273,0.079,0.221643681,0.1094,0.656443418,0.391644621,1.3912,0.1909,0.0,0.0326,0.735
MYGN,Healthcare,13.8555,0.0206,0.179,0.761731881,0.138,17.21527778,0.632774611,0.0096,0.0113,0.0952,0.0,3.205
DEA,Real Estate,17.9864,0.229,0.036,0.699715426,0.0064,0.09872699,0.086267358,0.8571,2.9064,0.0,0.0663,1.494775468
MINI,Consumer Cyclical,22.5817,0.1119,-0.014,0.962178181,-0.0099,0.547590608,0.295865369,1.1149,0.147,0.0,0.0315,1.136363636
AEIS,Technology,6.9981,0.0714,0.205,0.508570133,0.2423,22.99056574,0.880472857,0.0,0.0283,0.1057,0.0,5.153
LHCG,Healthcare,28.0298,0.7033,0.035,0.361115669,0.0483,22.74880284,0.938429472,0.1851,0.0182,0.0,0.0,1.78
NDAQ,Financial Services,11.4824,0.0833,0.107,0.590600888,0.0841,11.375,0.272420382,0.7031,0.026,0.0,0.0208,0.97
NFG,Energy,9.0908,0.0081,0.246,0.530604621,0.2021,0.152556759,0.263840254,1.1002,0.3318,0.0,0.03,1.238
WSFS,Financial Services,6.4272,0.1818,0.34,1.0,0.1641,8.80516505,0.054607822,0.8524,0.0134,0.0,0.0111,0.109778313
CNNE,Financial Services,8.6595,0.0307,0.023,0.177617388,0.0245,6.833333333,0.825899281,0.0428,0.0091,0.0,0.0,2.823
WCC,Industrials,8.112,0.0648,0.028,0.191691022,0.1065,50.82485486,1.775578085,0.5813,0.0044,0.0,0.0,2.246
BRC,Industrials,10.2434,0.0544,0.078,0.501163265,0.1211,11.98479759,1.110622169,0.07,0.0186,0.0386,0.0217,2.469
AAT,Real Estate,17.4857,0.0504,0.059,0.632918967,0.0245,0.162201394,0.150513818,1.6075,0.1644,0.0,0.0271,2.554080144
ENR,Technology,12.9294,0.0239,0.052,0.462201702,3.8163,10.78404319,0.565527872,100.3306,0.0135,0.0125,0.0202,1.559
NSA,Real Estate,18.7919,0.2341,0.011,0.686079614,0.0154,0.138365569,0.121240056,1.394,1.0542,0.0,0.0438,1.234794311
RFP,Basic Materials,1.6369,0.0692,0.063,0.321352503,0.1532,2.479207921,0.954510801,0.4205,-0.0482,0.0,0.1892,2.006
EE,Utilities,11.8833,-0.0144,0.093,0.297266609,0.0724,0.292897645,0.249029214,1.2322,0.2792,0.0,0.0282,0.554
VRTU,Technology,20.7875,0.1886,-0.003,0.289245583,0.003,8.396076173,0.916894842,0.7158,0.0155,0.0,0.0,2.535
MEET,Technology,19.811,0.4433,0.006,1.0,0.0058,38.54609233,0.666836097,0.1868,0.014,0.5753,0.0,1.173
UTHR,Healthcare,4.4278,-0.0565,0.362,0.877933407,0.2113,2.326425611,0.478623934,0.0897,0.1133,0.2199,0.0,6.392
CALM,Consumer Defensive,11.272,0.3987,0.084,0.240227768,0.1321,3.533118312,1.306389603,0.0064,0.0124,0.0,0.0,5.448
USAC,Energy,10.786,1.1121,-0.018,0.632543398,-0.0077,0.231748872,0.154809626,1.2757,0.4434,0.0,0.1618,1.455
MKTX,Financial Services,31.9173,0.1071,0.397,1.0,0.2844,6.912632915,0.626226567,0.0,0.1093,0.0,0.008,4.943536317
LSCC,Technology,28.6216,0.0333,-0.066,0.550249624,-0.1018,11.43247427,0.639421697,1.0046,0.021,0.2067,0.0,4.097
WSR,Real Estate,15.0348,-0.0484,0.179,0.687718479,0.0612,0.127658056,0.116499429,1.764,-0.0078,0.0,0.093,1.254235796
ECPG,Financial Services,9.142,0.1474,0.085,0.814136253,0.1417,11.79063003,0.294055863,4.2672,0.0495,0.0,0.0,11.69390882
MCRN,Industrials,9.2878,0.0194,0.033,0.319980925,0.0788,5.83310153,0.726233766,1.5847,0.0176,0.0,0.0,2.458
AME,Technology,14.1742,0.1269,0.161,0.342469219,0.1834,8.745009294,0.559421714,0.6206,0.0164,0.0,0.0083,1.459
BKNG,Consumer Cyclical,14.8579,0.1456,0.275,1.0,0.4551,22.14481707,0.640322652,0.9845,0.0304,0.0,0.0,2.365
QNST,Technology,23.2016,0.3488,0.039,0.144453677,0.1074,96.02422227,1.835521299,0.0,0.0015,0.0341,0.0,2.023
SR,Utilities,13.7805,0.1289,0.109,0.227328244,0.095,0.474065139,0.287129581,1.1657,0.2541,0.0,0.0312,0.499
AMED,Healthcare,20.8103,0.1001,0.072,0.402817191,0.2478,56.45617848,2.318416216,0.0153,0.0039,0.0,0.0,1.007
HRTG,Financial Services,3.2294,0.1809,0.057,0.505540734,0.0638,26.67913101,0.271480449,0.3498,0.0048,0.0,0.0163,1.207360933
KEM,Technology,2.9767,0.5847,0.212,0.282821508,0.5478,2.961099488,0.981403572,0.6998,0.0542,0.0326,0.0,2.36
BWB,Financial Services,14.1942,0.2127,0.423,1.0,0.1218,4.872724491,0.032276778,0.8219,0.0584,0.0,0.0,0.02413991
FSP,Real Estate,11.0422,-0.0136,0.049,0.566481943,0.0156,0.165359754,0.141652029,1.1797,0.1899,0.0,0.0738,1.465038601
IIIN,Basic Materials,11.1217,0.1655,0.08,0.156232004,0.1501,4.269670649,1.375326977,0.0,0.0407,0.0,0.0314,2.715
BLD,Basic Materials,8.9779,0.2507,0.057,0.241649257,0.1257,14.19525366,0.971366424,0.6935,0.0217,0.0,0.0,1.586
HFWA,Financial Services,12.6843,0.2505,0.249,1.0,0.0697,2.632330456,0.040151388,0.0681,0.1088,0.0,0.0242,0.062081123
SCSC,Technology,11.8045,0.0779,0.009,0.11338937,0.0383,52.65819665,1.977211683,0.2879,0.0021,0.0,0.0,1.918
BHLB,Financial Services,17.1616,0.1159,0.223,1.0,0.0681,4.405962441,0.038423364,0.9774,0.0207,0.0,0.0326,0.037794904
TSC,Financial Services,12.1457,0.1625,0.324,1.0,0.1135,31.51111978,0.026761967,0.8431,0.011,0.0,0.0,0.055455566
LUNA,Technology,4.1836,0.2973,0.25,0.452915838,0.1765,11.82982183,0.567697918,0.0117,0.009,0.0878,0.0,5.62
FBC,Financial Services,16.0082,0.1054,0.198,1.0,0.1191,2.420512821,0.050941665,2.4771,0.0752,0.0,0.0,0.306844954
SFNC,Financial Services,10.8124,0.4087,0.328,1.0,0.096,2.231071646,0.039792455,0.7991,0.0452,0.0,0.0249,0.068313229
GBX,Industrials,6.2119,0.1615,0.06,0.162357946,0.1214,3.229870867,1.021902571,0.3711,0.0702,0.0,0.0166,3.016241299
GWR,Industrials,9.8918,0.0636,0.104,0.64679994,0.0714,0.509113998,0.298476411,0.7171,0.1169,0.0,0.0,1.303
VRS,Basic Materials,2.3746,0.0898,0.064,0.134601044,0.1887,2.63976378,1.578575633,0.0,0.0272,0.0,0.0,1.901
HUBB,Technology,10.3088,0.2216,0.08,0.290157753,0.2023,8.925911173,0.919870282,1.0071,0.0215,0.0,0.0317,1.958
GTT,Communication Services,40.8796,0.8007,-0.163,0.450362222,-0.5869,0.79704876,0.328543724,7.7967,0.0521,0.0,0.0,0.624
LTS,Financial Services,6.3295,0.097,0.0,1.0,0.1334,46.3804761,1.877619773,1.0139,0.0104,0.0,0.0193,1.900713743
UAN,Basic Materials,11.3257,0.0613,-0.142,0.090369201,-0.1001,0.345811828,0.279883098,1.2584,0.0564,0.0,0.0,1.582
GMED,Healthcare,18.08,0.1211,0.219,0.776413841,0.132,4.148231543,0.548155182,0.0,0.0837,0.0778,0.0,6.562
PB,Financial Services,12.4733,0.014,0.441,1.0,0.0794,2.837060293,0.032135111,0.3247,0.0028,0.0,0.0239,0.026867147
VVI,Industrials,9.0705,-0.0082,0.038,0.067877709,0.1127,3.882568961,1.405015062,0.5275,0.0636,0.0,0.008,0.549
MRCY,Technology,22.6422,0.207,0.083,0.457958896,0.053,9.674068262,0.463309785,0.2526,0.0306,0.1192,0.0,4.628
VSI,Consumer Cyclical,3.4539,-0.0282,-0.003,0.318439901,-0.0199,9.058064097,2.87096184,0.3,0.0253,0.0,0.0,2.078
LCII,Consumer Cyclical,7.3715,0.1527,0.06,0.210171471,0.2103,7.667980897,1.99036975,0.4156,0.0484,0.0,0.0352,2.966
IBKC,Financial Services,13.9976,0.1732,0.321,1.0,0.0913,3.745087469,0.036500647,0.6531,0.0065,0.0,0.0243,0.037222801
ICFI,Industrials,11.8715,0.0885,0.046,0.359099175,0.093,27.81359526,1.102244736,0.3035,0.0163,0.0,0.0086,1.41
ACIW,Industrials,16.1801,-0.0141,0.068,0.573817069,0.0657,13.88414525,0.475760381,0.6408,0.0181,0.1422,0.0,1.91
CSU,Healthcare,20.5322,-0.0149,-0.117,0.236525527,-1.5198,0.434368948,0.400313625,28.995,0.0477,0.0,0.0,0.864
RRGB,Consumer Cyclical,6.281,-0.0353,-0.005,0.203626576,-0.0168,2.368542773,1.586085994,0.5318,0.0372,0.0,0.0,0.576
CECE,Industrials,11.6825,-0.0224,-0.021,0.330637726,-0.0399,15.19545045,0.859282901,0.4265,0.0092,0.0,0.0,1.548
IART,Healthcare,21.7209,0.2392,0.041,0.611871715,0.0442,4.906304979,0.473775591,0.9843,0.0525,0.053,0.0,2.952
APTS,Real Estate,9.176,0.3512,-0.109,0.709148163,0.027,0.116821288,0.090064562,1.4654,2.2317,0.0,0.0725,1.982818887
III,Industrials,13.1412,0.0231,0.021,0.420090728,0.0722,41.55650995,1.284253322,1.2402,0.0145,0.0,0.0,2.416
JILL,Consumer Cyclical,4.8889,0.0925,0.079,0.664732971,0.3088,5.895499071,1.168332059,1.3478,0.055,0.0,0.0,1.255
YRCW,Industrials,2.6472,0.0411,0.004,0.101846033,-0.0661,6.396181384,3.148846701,-2.8638,0.0214,0.0,0.0,1.277
WWW,Consumer Cyclical,12.1887,-0.0471,0.089,0.411441586,0.2029,17.10618793,1.025697403,0.5786,0.0097,0.0,0.0075,1.834
PRAA,Financial Services,15.8334,0.0717,0.075,1.0,0.0599,16.15987513,0.223767182,2.2588,0.0235,0.0,0.0,17.73389649
RPT,Real Estate,12.6343,-0.0168,0.042,0.718784293,0.0217,0.151453975,0.135146543,1.1874,0.3205,0.0,0.0736,1.271479831
STMP,Technology,12.7035,0.2522,0.287,0.783774896,0.2748,16.15240664,0.688259726,0.0988,0.0049,0.0964,0.0,1.518
SCVL,Consumer Cyclical,5.2208,0.018,0.019,0.290700915,0.0616,11.81271733,2.452365369,0.0,0.0193,0.0,0.0135,5.646
CORE,Consumer Defensive,10.7506,0.0451,0.003,0.052911505,0.0802,71.59519651,9.840525779,0.6977,0.0013,0.0,0.0176,1.891
MYRG,Industrials,6.3817,0.0911,0.02,0.10910618,0.0962,9.457965804,2.044953289,0.2862,0.0301,0.0,0.0,1.676
BANR,Financial Services,11.9847,0.0771,0.27,1.0,0.0923,2.947930551,0.042664264,0.523,0.0456,0.0,0.0342,0.050203436
MNR,Real Estate,17.2393,0.1975,0.279,0.565436442,0.0702,0.092115606,0.081106782,1.1256,2.0968,0.0,0.0414,0.812926694
FN,Technology,9.0637,-0.0342,0.061,0.111822439,0.1136,6.246243854,1.260939617,0.0879,0.0243,0.0,0.0,3.163
CPK,Utilities,13.5886,0.1618,0.079,0.214525937,0.1091,0.518815766,0.423629501,1.2006,0.376,0.0,0.0177,0.363
VSAT,Technology,30.3733,0.0226,-0.042,0.297130046,-0.0366,0.812558122,0.467069153,0.5572,0.3208,0.1056,0.0,1.313
FUN,Consumer Cyclical,10.5001,0.0201,0.094,0.481596257,3.9071,0.531440604,0.666209527,51.3078,0.1407,0.0,0.076,0.853
SIGI,Financial Services,13.122,0.047,0.069,0.420693095,0.0999,39.63462482,0.325181457,0.2453,0.0062,0.0,0.0121,0.341162503
CACI,Technology,12.62,0.026,0.067,0.333325574,0.143,44.17500494,1.107494263,0.5043,0.0093,0.0,0.0,1.728
GLDD,Industrials,8.5742,0.0484,-0.01,0.179543972,-0.0293,1.678445803,0.850088529,1.5514,0.0573,0.0,0.0,1.267
BOH,Financial Services,10.9756,0.0257,0.342,1.0,0.1732,4.227230517,0.037438811,0.5048,0.055,0.0,0.0348,0.041804034
FIZZ,Consumer Defensive,17.9451,0.18,0.153,0.400862325,0.4519,11.37126342,2.126560484,0.0,0.0327,0.0,0.017,3.372
SBBP,Healthcare,1.7052,1.5585,1.767,0.778887225,0.282,61.31632653,0.105863699,0.0,0.0181,1.4113,0.0,7.67
DORM,Consumer Cyclical,14.6917,0.078,0.137,0.38336149,0.1836,9.870599207,0.995500488,0.0,0.0268,0.0,0.0,3.103
ENV,Industrials,25.3654,0.1882,0.007,0.675760713,0.0091,18.05612234,0.618355741,0.7266,0.0549,0.0,0.0,1.11
AIN,Consumer Cyclical,10.9023,0.1375,0.084,0.355986235,0.137,2.126324788,0.692866391,0.8673,0.083,0.0413,0.0111,3.133
QES,Energy,3.189,0.3797,-0.028,0.224788783,-0.0824,3.92748801,1.862134839,0.1633,0.0897,0.0,0.0,1.789
HXL,Industrials,11.724,0.1094,0.126,0.265314513,0.2092,1.166586731,0.775149605,0.7238,0.0841,0.0255,0.0096,2.069
SWM,Basic Materials,6.6617,0.0603,0.091,0.267454144,0.1694,3.059947105,0.710057961,1.1151,0.0285,0.0146,0.0691,2.991
TUSK,Energy,1.4388,1.4441,0.14,0.352810866,0.3129,3.870134807,1.574968013,0.0,0.1127,0.0,0.0139,1.923
EME,Industrials,6.9137,0.0577,0.035,0.148260695,0.1629,60.51783016,1.988509362,0.1699,0.0052,0.0,0.0054,1.376
OFG,Financial Services,6.8079,0.2601,0.213,1.0,0.0844,4.933533647,0.051627347,0.5705,0.0,0.0,0.0152,0.112794159
MERC,Basic Materials,4.6281,0.2468,0.088,0.225920926,0.2212,1.416281842,0.737810486,1.8335,0.0597,0.0,0.0479,4.149
HEES,Industrials,4.5782,0.2029,0.062,0.35395303,0.2984,0.985948008,0.717331305,4.4389,0.2665,0.0,0.0539,0.89516129
AZO,Consumer Cyclical,11.6374,0.0305,0.119,0.532368328,-0.8798,2.660031529,1.200502943,-3.2926,0.0465,0.0,0.0,0.922
AGFS,Basic Materials,10.4608,0.09,-0.168,0.741193382,-0.0825,13.4536835,0.198808612,1.1164,0.0233,0.0776,0.0,2.234
WCG,Healthcare,9.594,0.2003,0.022,0.153687892,0.1037,47.67421766,1.735199368,0.5015,0.0075,0.0,0.0,1.362
LKSD,Industrials,4.2949,0.0619,-0.006,0.14192368,-0.1292,7.531496063,2.181299886,4.309,0.0165,0.0,0.1486,1.277
UVV,Consumer Defensive,6.6972,-0.018,0.052,0.182870055,0.0787,6.281608059,0.937894027,0.3088,0.0142,0.0,0.0452,5.935
EIGI,Technology,8.9465,-0.0268,0.004,0.545323416,0.026,12.41171498,0.439396863,10.3755,0.0401,0.0768,0.0,0.44
HUBG,Industrials,4.7714,0.1795,0.055,0.120969119,0.2057,5.40227965,1.913656204,0.345,0.0513,0.0,0.0,1.118
LAD,Consumer Cyclical,9.7949,0.172,0.022,0.150320605,0.2219,8.163950276,2.195653789,2.8749,0.0134,0.0,0.0149,1.2
TWI,Industrials,5.9409,0.0909,0.002,0.123730036,0.0576,4.163482924,1.280639613,1.6537,0.0243,0.007,0.0043,2.078
SNBR,Consumer Cyclical,8.4313,0.0603,0.045,0.605886751,-0.6348,7.448171725,3.257713693,-1.822,0.0295,0.0188,0.0,0.309
RYAM,Basic Materials,4.2595,1.2203,0.054,0.161247612,0.1817,1.565327302,0.79669447,1.6809,0.0619,0.0,0.0263,1.933
LOGI,Technology,18.1657,0.1555,0.081,0.354222645,0.1985,29.74210929,1.472536897,0.0,0.0155,0.056,0.0175,2.038
DCO,Industrials,13.0756,0.1274,0.014,0.194811118,0.0352,5.878901397,0.976064733,0.9002,0.028,0.0,0.0,2.245
FLWS,Consumer Cyclical,10.594,-0.0349,0.035,0.424529981,0.1295,7.052289702,2.017767027,0.325,0.0289,0.0341,0.0,2.188
FCPT,Real Estate,18.3963,0.0783,0.574,0.867622794,0.1192,0.120631025,0.106943053,0.8912,1.8671,0.0,0.0315,0.165
EBIX,Technology,11.3028,0.3678,0.187,0.661699068,0.1948,9.898317891,0.309026926,1.5385,0.0324,0.0785,0.007,1.346
ENBL,Energy,9.4556,0.224,0.152,0.33780239,0.0687,0.315610339,0.275715204,0.5644,0.2122,0.0,0.094,0.278
CBB,Communication Services,7.1331,0.2932,-0.058,0.493034393,0.9307,0.747396963,0.504798183,-25.7307,0.1601,0.0,0.0,0.823
MSG,Consumer Cyclical,39.6855,0.1825,0.091,0.394343513,0.0558,1.243623726,0.417297325,0.0417,0.1231,0.0,0.0,1.849
ANSS,Technology,20.4391,0.1811,0.324,0.879498561,0.1583,20.98185062,0.396096222,0.0,0.0168,0.1807,0.0,2.499
MMS,Industrials,10.2785,-0.024,0.092,0.248464198,0.2037,30.85004643,1.636276334,0.0005,0.0111,0.0,0.0028,2.915
CBRL,Consumer Cyclical,9.7597,0.0356,0.082,0.691333451,0.4256,2.637153163,1.984113058,0.6875,0.0501,0.0,0.0591,0.841
GEN,Healthcare,11.0148,-0.0739,-0.047,0.67654165,0.1756,1.72348292,1.167235002,-3.6659,0.0103,0.0,0.0,0.96
ADXS,Healthcare,0.2369,-0.4961,-10.971,1.0,-2.7656,0.907091562,0.097370999,0.0,0.235,9.3963,0.0,2.206
ITRI,Technology,40.0457,0.1773,-0.042,0.307358181,-0.1393,10.4882212,0.910744881,1.4265,0.0252,0.0875,0.0,1.373
GBCI,Financial Services,16.8919,0.2144,0.335,1.0,0.12,2.245437382,0.044763874,0.6499,0.0344,0.0,0.0255,0.029343855
NR,Energy,6.7519,0.2658,0.034,0.18971357,0.0567,2.992630251,1.033514075,0.2839,0.0449,0.0,0.0,3.687
ERII,Industrials,17.4463,0.0779,0.296,0.760142253,0.1949,2.779580722,0.414338221,0.0,0.0703,0.2283,0.0,4.41
CLMT,Energy,7.7842,-0.0708,-0.015,0.124860615,-0.8387,3.185046899,1.675449102,26.0244,0.0141,0.0,0.0,1.614
HTH,Financial Services,15.7248,-0.0983,0.084,0.945429449,0.0623,6.125490262,0.106260704,0.7404,0.029,0.0,0.0157,0.410582112
LKFN,Financial Services,10.2839,0.0952,0.435,1.0,0.1542,3.184002616,0.037942844,0.5301,0.0406,0.0,0.0274,0.054685509
ANGO,Healthcare,25.0668,-0.0301,0.062,0.549792666,0.0301,10.17518958,0.370893529,0.1689,0.0091,0.093,0.0,2.932
AEGN,Industrials,13.0041,-0.0187,0.002,0.200159272,0.0063,12.45638386,1.343757715,0.6731,0.0208,0.0,0.0,2.194
AXE,Basic Materials,8.0752,0.0596,0.019,0.197376253,0.0995,51.44029394,1.805291096,0.7977,0.005,0.0,0.0,1.947
LE,Consumer Cyclical,15.8227,0.0531,0.02,0.424548777,0.0918,10.30525051,1.251341698,1.5834,0.0271,0.0,0.0,2.369
PAG,Consumer Cyclical,10.38,0.0654,0.021,0.14987426,0.1805,10.12671111,2.089513504,2.3025,0.0134,0.0,0.0352,1.009
PRIM,Industrials,5.9469,0.2351,0.026,0.110814573,0.1282,7.820173245,1.843919036,0.6093,0.0335,0.0,0.0125,1.487
BBGI,Consumer Cyclical,8.1643,0.109,0.025,0.239778431,0.0236,4.458499451,0.378065248,0.8848,0.0163,0.0,0.0533,2.458
CASH,Financial Services,15.6505,0.121,0.181,1.0,0.0694,1.933305358,0.048952651,0.6917,0.0824,0.0,0.0066,0.039579175
PINC,Technology,11.6243,0.1111,-0.105,0.711311375,-0.0233,5.768993275,0.51234703,-0.0751,0.078,0.0012,0.0,0.955
SFBS,Financial Services,7.942,0.1767,0.525,1.0,0.1916,4.508958528,0.032559581,0.4945,0.0088,0.0,0.0151,0.098582444
SMPL,Consumer Defensive,18.2035,0.089,0.163,0.418066472,0.1048,168.1984405,0.44267062,0.2848,0.0041,0.0,0.0,6.073
FNKO,Consumer Cyclical,11.5858,0.3294,0.014,0.37606931,0.0605,15.48837367,1.029614011,1.5985,0.0392,0.0,0.0,1.819
SSTK,Technology,9.2232,0.1187,0.088,0.570523867,0.1908,8.180422114,1.172651123,0.0,0.056,0.0945,0.0833,1.374
ZBRA,Industrials,12.8029,0.1333,0.1,0.469653864,0.3154,16.93975904,0.97211339,1.1918,0.0152,0.1053,0.0,0.893
