Company_symbol,Sector,Enterprise_Value_over_EBITDA,Revenue_Growth,Profit_Margin,grossProfitMargin,returnOnEquity,fixedAssetTurnover,assetTurnover,Debt_to_Equity,Capex_to_Revenue,R&D_to_Revenue,Dividend_Yield,currentRatio
DORM,Consumer Cyclical,14.6917,0.078,0.137,0.38336149,0.1836,9.870599207,0.995500488,0.0,0.0268,0.0,0.0,3.103
ENV,Industrials,25.3654,0.1882,0.007,0.675760713,0.0091,18.05612234,0.618355741,0.7266,0.0549,0.0,0.0,1.11
AIN,Consumer Cyclical,10.9023,0.1375,0.084,0.355986235,0.137,2.126324788,0.692866391,0.8673,0.083,0.0413,0.0111,3.133
QES,Energy,3.189,0.3797,-0.028,0.224788783,-0.0824,3.92748801,1.862134839,0.1633,0.0897,0.0,0.0,1.789
HXL,Industrials,11.724,0.1094,0.126,0.265314513,0.2092,1.166586731,0.775149605,0.7238,0.0841,0.0255,0.0096,2.069
SWM,Basic Materials,6.6617,0.0603,0.091,0.267454144,0.1694,3.059947105,0.710057961,1.1151,0.0285,0.0146,0.0691,2.991
MERC,Basic Materials,4.6281,0.2468,0.088,0.225920926,0.2212,1.416281842,0.737810486,1.8335,0.0597,0.0,0.0479,4.149
HEES,Industrials,4.5782,0.2029,0.062,0.35395303,0.2984,0.985948008,0.717331305,4.4389,0.2665,0.0,0.0539,0.89516129
AGFS,Basic Materials,10.4608,0.09,-0.168,0.741193382,-0.0825,13.4536835,0.198808612,1.1164,0.0233,0.0776,0.0,2.234
UVV,Consumer Defensive,6.6972,-0.018,0.052,0.182870055,0.0787,6.281608059,0.937894027,0.3088,0.0142,0.0,0.0452,5.935
HUBG,Industrials,4.7714,0.1795,0.055,0.120969119,0.2057,5.40227965,1.913656204,0.345,0.0513,0.0,0.0,1.118
LAD,Consumer Cyclical,9.7949,0.172,0.022,0.150320605,0.2219,8.163950276,2.195653789,2.8749,0.0134,0.0,0.0149,1.2
TWI,Industrials,5.9409,0.0909,0.002,0.123730036,0.0576,4.163482924,1.280639613,1.6537,0.0243,0.007,0.0043,2.078
LOGI,Technology,18.1657,0.1555,0.081,0.354222645,0.1985,29.74210929,1.472536897,0.0,0.0155,0.056,0.0175,2.038
DCO,Industrials,13.0756,0.1274,0.014,0.194811118,0.0352,5.878901397,0.976064733,0.9002,0.028,0.0,0.0,2.245
FLWS,Consumer Cyclical,10.594,-0.0349,0.035,0.424529981,0.1295,7.052289702,2.017767027,0.325,0.0289,0.0341,0.0,2.188
EBIX,Technology,11.3028,0.3678,0.187,0.661699068,0.1948,9.898317891,0.309026926,1.5385,0.0324,0.0785,0.007,1.346
MSG,Consumer Cyclical,39.6855,0.1825,0.091,0.394343513,0.0558,1.243623726,0.417297325,0.0417,0.1231,0.0,0.0,1.849
ANSS,Technology,20.4391,0.1811,0.324,0.879498561,0.1583,20.98185062,0.396096222,0.0,0.0168,0.1807,0.0,2.499
MMS,Industrials,10.2785,-0.024,0.092,0.248464198,0.2037,30.85004643,1.636276334,0.0005,0.0111,0.0,0.0028,2.915
CBRL,Consumer Cyclical,9.7597,0.0356,0.082,0.691333451,0.4256,2.637153163,1.984113058,0.6875,0.0501,0.0,0.0591,0.841
ITRI,Technology,40.0457,0.1773,-0.042,0.307358181,-0.1393,10.4882212,0.910744881,1.4265,0.0252,0.0875,0.0,1.373
NR,Energy,6.7519,0.2658,0.034,0.18971357,0.0567,2.992630251,1.033514075,0.2839,0.0449,0.0,0.0,3.687
ANGO,Healthcare,25.0668,-0.0301,0.062,0.549792666,0.0301,10.17518958,0.370893529,0.1689,0.0091,0.093,0.0,2.932
AEGN,Industrials,13.0041,-0.0187,0.002,0.200159272,0.0063,12.45638386,1.343757715,0.6731,0.0208,0.0,0.0,2.194
LE,Consumer Cyclical,15.8227,0.0531,0.02,0.424548777,0.0918,10.30525051,1.251341698,1.5834,0.0271,0.0,0.0,2.369
PAG,Consumer Cyclical,10.38,0.0654,0.021,0.14987426,0.1805,10.12671111,2.089513504,2.3025,0.0134,0.0,0.0352,1.009
PRIM,Industrials,5.9469,0.2351,0.026,0.110814573,0.1282,7.820173245,1.843919036,0.6093,0.0335,0.0,0.0125,1.487
BBGI,Consumer Cyclical,8.1643,0.109,0.025,0.239778431,0.0236,4.458499451,0.378065248,0.8848,0.0163,0.0,0.0533,2.458
FNKO,Consumer Cyclical,11.5858,0.3294,0.014,0.37606931,0.0605,15.48837367,1.029614011,1.5985,0.0392,0.0,0.0,1.819
SSTK,Technology,9.2232,0.1187,0.088,0.570523867,0.1908,8.180422114,1.172651123,0.0,0.056,0.0945,0.0833,1.374
ZBRA,Industrials,12.8029,0.1333,0.1,0.469653864,0.3154,16.93975904,0.97211339,1.1918,0.0152,0.1053,0.0,0.893
BGG,Industrials,10.1074,0.0533,-0.006,0.211600101,-0.0198,4.457197688,1.302865857,0.4347,0.0547,0.0,0.0317,1.768
FDP,Consumer Defensive,16.9428,0.0999,-0.005,0.062262178,-0.0129,3.227912656,1.380529614,0.3915,0.0296,0.0,0.0213,1.943
NUS,Consumer Defensive,11.3624,0.1755,0.045,0.76329298,0.1559,5.767074601,1.58105245,0.5506,0.0263,0.0,0.0238,1.818
SPSC,Technology,31.1221,0.1279,0.096,0.670689655,0.0748,11.84520685,0.642903945,0.0,0.0554,0.089,0.0,4.416
MD,Healthcare,8.5394,0.0546,0.074,0.271311661,0.087,40.32911294,0.61425426,0.6394,0.0134,0.0,0.0,1.313
JBT,Industrials,13.0522,0.1741,0.054,0.280043757,0.2278,8.008760951,1.330814558,0.8483,0.0192,0.0,0.0056,1.274
ENVA,Financial Services,8.4683,0.3204,0.063,0.487466721,0.2016,22.48247331,0.838794294,2.467,0.0144,0.101,0.0,6.879
TPIC,Industrials,22.9459,0.0779,0.005,0.070745243,0.0239,6.458440752,1.702265832,0.6228,0.0512,0.0,0.0,1.534
ARW,Technology,6.8855,0.1176,0.024,0.124707381,0.1345,35.98492543,1.668692388,0.6545,0.0044,0.0,0.0,1.548
AMG,Financial Services,11.9,0.0318,0.102,1.0,0.0705,22.80345158,0.289374749,0.5292,0.0079,0.0,0.0123,2.428
MNRO,Consumer Cyclical,11.9847,0.1041,0.06,0.386210504,0.1059,2.706740842,0.925628184,0.7067,0.0347,0.0,0.0136,1.072
ACLS,Technology,6.8108,0.078,0.104,0.405888268,0.1124,10.75542541,0.806969209,0.117,0.0107,0.1172,0.0,4.668
VIVO,Healthcare,15.4686,0.0638,0.112,0.610855406,0.136,7.120220037,0.849604379,0.2861,0.0197,0.079,0.0338,5.752
EPR,Real Estate,13.8434,0.2166,0.347,0.956108692,0.0932,0.131081152,0.114285831,1.0422,0.3608,0.0,0.0675,0.992472465
CRAI,Industrials,7.6013,0.1285,0.054,0.307586772,0.1145,8.685077358,1.12620333,0.0,0.037,0.0,0.0167,1.271
AIT,Industrials,13.1066,0.1849,0.046,0.287639501,0.1738,25.3271635,1.344541661,1.1825,0.0072,0.0,0.0166,2.446
TREE,Financial Services,41.601,0.2382,0.126,0.95241121,0.2787,33.0038835,0.853534424,1.0859,0.0195,0.0352,0.0,0.894
SNX,Industrials,9.2945,0.1765,0.015,0.096126543,0.0875,35.10038752,1.737234589,1.0061,0.0062,0.0,0.0173,1.446
ASUR,Technology,26.0891,0.6339,-0.085,0.65340858,-0.0736,9.940992401,0.246336195,1.0921,0.0651,0.094,0.0,1.077
AEHR,Technology,36.4608,0.5639,0.018,0.419083065,0.0274,24.5677473,0.954773058,0.3165,0.0194,0.1415,0.0,2.642
BMI,Technology,23.4431,0.0778,0.064,0.374307176,0.0916,4.802116894,1.104512199,0.0595,0.0199,0.0,0.0114,2.744
HHC,Real Estate,23.6844,-0.0323,0.054,0.367851939,0.0182,0.180899665,0.144720784,1.0156,0.5873,0.0,0.0,1.544642857
SHAK,Consumer Cyclical,27.3101,0.2801,0.033,0.654250942,0.0671,1.754069061,0.752311099,0.0,0.1906,0.0,0.0,1.687
GOLF,Consumer Cyclical,9.3576,0.0471,0.061,0.515602725,0.1116,7.153269874,0.965772475,0.4286,0.0201,0.0315,0.0247,2.252
DOOR,Basic Materials,7.6445,0.0675,0.043,0.200592322,0.1519,3.558987,1.22021125,1.3046,0.0373,0.0,0.0,2.84
UIHC,Financial Services,23.7987,0.1062,0.0,0.379537311,0.0006,42.2443835,0.311852015,0.3078,0.0056,0.0,0.0144,0.889551994
BIO,Healthcare,12.2002,0.0598,0.16,0.534263556,0.0909,4.500609408,0.408017689,0.1093,0.0548,0.087,0.0,4.489
ACCO,Industrials,5.6452,-0.0039,0.055,0.323408201,0.1351,7.361395525,0.696669538,1.1314,0.0176,0.0,0.0354,1.469
PLXS,Technology,10.3964,0.1366,0.005,0.089646523,0.0142,8.419154659,1.486828911,0.2048,0.0217,0.0,0.0,2.057
ASGN,Industrials,11.0431,0.2947,0.046,0.301093217,0.1334,42.98079646,1.264893593,0.9309,0.0084,0.0,0.0,2.227
MANT,Technology,12.5636,0.1407,0.042,0.14319573,0.0586,38.08421646,1.085752252,0.0054,0.0179,0.0,0.0191,1.808
NGVT,Basic Materials,13.9902,0.1658,0.149,0.367678193,0.4993,2.164184803,0.861922141,2.2214,0.0828,0.019,0.0,2.306
PATK,Consumer Cyclical,5.7158,0.3836,0.053,0.183762612,0.2932,12.77518982,1.83804745,1.5425,0.0124,0.0,0.0,2.442
SYNC,Technology,14.0806,0.0275,-0.053,0.495777702,-0.1476,7.691185118,1.573084198,0.0722,0.0435,0.1704,0.0,1.257
VMI,Industrials,10.9272,0.0041,0.034,0.238754305,0.089,5.364176874,1.089662226,0.7108,0.0261,0.0,0.0135,3.278
TVTY,Healthcare,7.3775,0.0886,0.163,0.286302633,0.2678,37.10293128,1.257675609,0.0831,0.0149,0.0,0.0,0.963
FCN,Industrials,9.0387,0.1218,0.074,0.345091443,0.1117,23.97669579,0.852363961,0.1969,0.0159,0.0,0.0,2.0
WEX,Industrials,14.452,0.1955,0.113,0.63291258,0.0942,7.945147657,0.220459059,1.3163,0.0584,0.0,0.0,1.47
NXST,Consumer Cyclical,7.3179,0.1376,0.141,0.595937898,0.2102,3.782026361,0.391770638,2.1487,0.0368,0.0,0.0191,1.898
MTRN,Basic Materials,15.795,0.06,0.017,0.207900217,0.0376,4.811666892,1.509125485,0.0327,0.028,0.0126,0.0092,3.143
TECH,Healthcare,28.5462,0.1421,0.196,0.672080411,0.1169,4.423817321,0.403585358,0.3142,0.0326,0.086,0.0086,5.01
BOOM,Industrials,12.0506,0.6931,0.093,0.339108964,0.2269,3.43103847,1.357756075,0.308,0.1381,0.0,0.0023,2.048
EXLS,Industrials,15.5009,0.1585,0.064,0.337734059,0.0918,12.01349476,0.831605671,0.4614,0.0458,0.0,0.0,3.223
QLYS,Technology,31.3781,0.2082,0.205,0.762683361,0.1601,4.539061228,0.476179825,0.0,0.0817,0.191,0.0,1.925
WIFI,Technology,11.3786,0.2273,-0.005,0.33902265,-0.0095,0.79833789,0.416024216,1.2758,0.4335,0.1251,0.0,1.168
ICUI,Healthcare,44.1925,0.0831,0.021,0.407151224,0.0228,3.236031721,0.883088147,0.0,0.072,0.0378,0.0,3.719
LTC,Real Estate,10.2956,0.0035,0.915,1.0,0.1877,0.152401858,0.111418322,0.7814,0.4681,0.0,0.0547,3.365609208
CDR,Real Estate,14.7302,0.0412,-0.069,0.684949349,0.007,0.131243498,0.124310962,1.125,0.1998,0.0,0.0637,1.723251181
ARTX,Industrials,11.2816,-0.0215,0.019,0.302252135,0.0244,10.83655647,0.818894169,0.1832,0.0271,0.0314,0.0,1.967
ASIX,Basic Materials,6.587,0.027,0.044,0.115174154,0.1576,2.253736184,1.464281779,0.4758,0.0721,0.0,0.0,1.093
LMAT,Healthcare,12.662,0.0466,0.217,0.700392164,0.1762,7.48603035,0.689590301,0.0,0.0289,0.0776,0.0118,4.758
CBZ,Industrials,10.8848,0.0779,0.067,0.142862876,0.1037,26.95521123,0.779356585,0.2257,0.0159,0.0,0.0,1.318
KIRK,Consumer Cyclical,2.3444,0.0669,0.008,0.327283451,0.0376,5.60971877,2.119396251,0.0,0.0448,0.0,0.0,1.83
SAIA,Industrials,6.3881,0.1774,0.063,0.698283822,0.1509,1.851894278,1.458751234,0.1766,0.1346,0.0,0.0,1.019
CMD,Healthcare,25.1857,0.1321,0.104,0.474779854,0.1495,7.8257537,0.904757458,0.324,0.0432,0.0283,0.0018,2.51
RBC,Technology,8.4102,0.0849,0.063,0.264592934,0.1001,5.922989439,0.788442407,0.5657,0.0213,0.0,0.0157,2.659
PLT,Technology,11.715,-0.0275,-0.001,0.512444232,-0.0025,6.029051073,0.7957223,1.3953,0.0146,0.0983,0.0103,7.168
ELF,Consumer Defensive,11.8503,-0.0091,0.058,0.608525436,0.0677,12.26541002,0.61358568,0.6558,0.0332,0.0,0.0,3.295
VAC,Consumer Cyclical,29.3721,0.3596,0.019,0.39690027,0.0159,3.120925342,0.329119539,1.1031,0.0135,0.0,0.0234,1.373760488
OMCL,Technology,26.0589,0.1047,0.048,0.472914701,0.0555,15.2875534,0.72815244,0.1993,0.0691,0.0824,0.0,1.941
ZAGG,Consumer Cyclical,4.5235,0.0361,0.073,0.345340569,0.2473,33.39316292,1.4238501,0.3682,0.0134,0.0,0.0,1.678
HELE,Consumer Defensive,22.7295,0.0582,0.03,0.413294835,0.0438,11.97416257,0.910777555,0.2857,0.0092,0.0,0.0,1.862
AIR,Industrials,24.9054,0.099,0.009,0.168506549,0.0167,5.522109918,1.1466518,0.1893,0.0126,0.0,0.0067,2.828
POL,Basic Materials,9.9786,0.094,0.045,0.210816777,0.2959,9.189596879,1.297469981,2.5104,0.0215,0.0,0.0252,1.791
CVI,Energy,5.7219,0.1897,0.041,0.100505334,0.2247,2.931687243,1.781,0.9075,0.0143,0.0,0.0725,2.607
KALU,Basic Materials,9.0993,0.1348,0.058,0.179834794,0.1239,2.592186989,1.117381808,0.5003,0.0463,0.0,0.0246,3.195
ACC,Real Estate,17.8291,0.1059,0.133,0.541805838,0.0336,0.132233224,0.125135569,0.8697,0.3794,0.0,0.044,1.990413104
CAMP,Technology,13.7427,0.0422,0.045,0.412366908,0.0835,17.20966983,0.773609757,0.7757,0.0228,0.0704,0.0,2.888
ASPS,Industrials,6.881,-0.1104,-0.006,0.257738588,-0.0182,18.36913502,1.130109209,1.122,0.0047,0.0,0.0,1.931
ZIXI,Technology,19.6426,0.0733,0.219,0.784528505,0.2534,17.96075433,0.673528287,0.0,0.0593,0.1607,0.0,0.814
ITGR,Healthcare,9.078,0.0695,0.138,0.298486764,0.1584,5.253674293,0.522208244,0.8727,0.0358,0.04,0.0,2.529
KRO,Basic Materials,3.904,-0.0388,0.123,0.338287502,0.2441,3.416735197,0.87555977,0.5437,0.0339,0.0,0.059,5.147
AOSL,Technology,6.6929,0.0997,0.034,0.26551347,0.0512,1.271054949,0.631967067,0.3298,0.4216,0.0886,0.0,1.844
EBS,Healthcare,24.103,0.3949,0.08,0.588062372,0.062,1.533516268,0.350946443,0.786,0.0922,0.1825,0.0,3.098
PLAB,Technology,2.8994,0.1877,0.079,0.24567326,0.0554,0.936155626,0.482226721,0.0756,0.173,0.0271,0.0,2.631
ATR,Consumer Cyclical,12.3542,0.1197,0.07,0.344261222,0.1369,2.788145174,0.818525136,0.1153,0.0748,0.0,0.014,1.931
SYKE,Technology,7.6381,0.025,0.03,0.340028554,0.0592,12.00495503,1.387144007,0.1234,0.0288,0.0,0.0,2.784
FWRD,Industrials,9.888,0.1296,0.07,0.460639298,0.1664,6.293079873,1.737516361,0.0861,0.0267,0.0,0.0115,2.691
DS,Real Estate,27.4341,0.0744,-0.141,0.134943331,-0.2872,2.370717545,0.782115553,0.4988,-0.0526,0.0,0.0,1.827
ATGE,Consumer Defensive,15.1902,0.0193,0.027,0.475634964,0.0222,3.167884545,0.525045406,0.1929,0.054,0.0,0.0,1.881
WHD,Energy,19.0373,0.5948,0.095,0.401058561,0.2909,3.830479958,0.930552515,0.0906,0.1287,0.0,0.0,3.679
LECO,Industrials,11.8291,0.154,0.095,0.339594489,0.3237,6.325538167,1.288893428,0.7922,0.018,0.0,0.0208,2.3
MTX,Basic Materials,7.6077,0.0787,0.093,0.255255588,0.1249,1.638951854,0.585533348,0.7509,0.042,0.0126,0.0039,2.295
TREX,Basic Materials,17.499,0.2107,0.197,0.430974059,0.3924,5.84110155,1.471119405,0.0,0.0493,0.0,0.0,2.913
CLB,Energy,20.6161,0.0819,0.113,0.290908416,0.5073,5.701782504,1.080173914,1.8485,0.0327,0.0,0.0369,2.252
CTRN,Consumer Cyclical,5.1012,0.0864,0.019,0.382949284,0.0696,12.22527802,2.309104139,0.0,0.0278,0.0,0.0139,2.137
INTT,Technology,6.7172,0.1761,0.039,0.501521072,0.0708,28.91534781,1.169318469,0.0,0.0282,0.0625,0.0,1.663
IBP,Basic Materials,9.3452,0.1796,0.041,0.278047069,0.3,14.82996549,1.601173175,2.5395,0.0249,0.0,0.0,2.265
CENT,Consumer Defensive,9.7388,0.0783,0.056,0.304860334,0.1298,10.17869302,1.161572748,0.7267,0.0171,0.0,0.0,5.716
ROL,Industrials,31.168,0.0882,0.127,0.508973328,0.3254,13.30726522,1.66486157,0.0,0.0149,0.0,0.0129,0.956
LFUS,Technology,13.6643,0.4068,0.096,0.37972252,0.1113,5.055893896,0.657332386,0.47,0.0379,0.0508,0.0093,3.497
APOG,Basic Materials,8.5378,0.1899,0.06,0.251489059,0.1554,4.361507319,1.29721907,0.4221,0.0391,0.0,0.0131,1.616
MPWR,Technology,34.8116,0.2367,0.181,0.554048717,0.1645,3.882520783,0.73400367,0.0,0.0387,0.1605,0.0103,7.221
HI,Consumer Cyclical,15.9815,0.1131,0.043,0.362747867,0.1048,12.46549296,0.949318889,0.4713,0.0132,0.0,0.0159,1.148
FELE,Industrials,12.7159,0.154,0.082,0.333068593,0.1443,6.269216281,1.097908852,0.2812,0.0167,0.0,0.0109,2.266
LANC,Consumer Defensive,18.0806,0.0175,0.111,0.248180387,0.2074,6.409023494,1.520122661,0.0,0.0253,0.0,0.0168,4.041
PRGX,Industrials,12.4967,0.0628,0.027,0.389757591,0.0692,7.798075177,1.376090492,0.3257,0.0605,0.0,0.0,1.808
CHDN,Consumer Cyclical,7.9198,0.1432,0.35,0.318929633,0.7454,1.332013201,0.584859726,1.8684,0.1481,0.0,0.0067,0.941
TYL,Technology,32.3282,0.1122,0.158,0.469995146,0.1113,6.027194752,0.52222296,0.0,0.0293,0.0676,0.0,1.224
RICK,Consumer Cyclical,11.3009,0.1439,0.131,0.861784154,0.1415,0.961398584,0.5026749,0.9165,0.1524,0.0,0.0041,1.087
EXPO,Industrials,24.0001,0.0912,0.19,0.287171001,0.2302,8.232067328,0.809327925,0.0,0.0429,0.0,0.0104,3.322
FRGI,Consumer Cyclical,10.6738,0.0291,0.011,0.210076431,0.0324,2.97671272,1.644768176,0.3322,0.0771,0.0,0.0,0.954
HBIO,Healthcare,25.8518,0.5602,-0.024,0.523134118,-0.0353,20.47711089,0.71627929,0.7349,0.0081,0.091,0.0,2.269
DAKT,Technology,11.056,0.0409,0.009,0.238594336,0.0281,8.970599039,1.701588629,0.0,0.0261,0.0582,0.0311,2.012
AAON,Basic Materials,24.7902,0.0709,0.098,0.238584435,0.172,2.662202536,1.408018248,0.0,0.0859,0.0,0.0091,2.93
MOV,Consumer Cyclical,8.9681,0.0275,-0.027,0.524828639,-0.0324,23.02107738,0.88002882,0.0532,0.0102,0.0,0.017,4.802
ARC,Technology,3.7593,0.0157,0.022,0.326485089,0.0633,5.671364691,1.179761919,0.9068,0.0373,0.0,0.0,1.425
KFY,Industrials,10.2237,0.122,0.074,0.930772913,0.11,15.17517786,0.79527421,0.1942,0.0231,0.0,0.0075,1.816
BCEI,Energy,2.0093,0.44,0.608,0.731277358,0.1947,0.301377817,0.260620008,0.0579,0.5942,0.0011,0.0,1.355
DFIN,Financial Services,4.2863,-0.0417,0.076,0.390134995,0.3257,29.9068323,1.10855301,1.6049,0.0385,0.0,0.0,1.255
HRI,Industrials,4.5942,0.1266,0.035,0.262204685,0.1207,0.709206372,0.547531993,3.9743,0.2868,0.0,0.0,1.338
LDL,Industrials,7.6007,0.1252,0.044,0.194230287,0.0946,3.68327639,0.900549568,0.8796,0.0394,0.0,0.0,2.613
PRLB,Industrials,24.6727,0.2935,0.172,0.535639907,0.1414,1.954359849,0.719881742,0.0,0.1955,0.0645,0.0,4.084
MMI,Real Estate,7.8647,0.1322,0.107,0.382826307,0.213,41.67856777,1.43863837,0.0187,0.0099,0.0,0.0,3.999
CR,Industrials,8.408,0.2008,0.1,0.355492453,0.2202,5.584209648,0.827541,0.6228,0.032,0.0,0.0194,1.841
CEQP,Utilities,11.6808,-0.0584,-0.003,0.143592129,0.0274,1.800315318,0.850879031,0.9465,0.0836,0.0,0.086,1.142
CRWS,Consumer Cyclical,10.1073,0.0651,0.043,0.281471467,0.0768,39.52193476,1.241936339,0.2406,0.0031,0.0,0.0547,5.857
LNN,Industrials,17.9056,0.0574,0.037,0.276539378,0.0732,9.56723379,1.095815452,0.4202,0.0202,0.0293,0.0126,4.133
INGN,Healthcare,46.9973,0.4357,0.145,0.498672199,0.167,16.02931829,0.952681312,0.0,0.0362,0.0196,0.0,6.753
ANIP,Healthcare,9.7565,0.1399,0.077,0.637734651,0.0785,5.292097663,0.468123845,0.9278,0.0285,0.0763,0.0,0.923
TSQ,Consumer Cyclical,26.1002,0.0467,-0.076,0.287362488,-0.0968,3.831736031,0.43615253,1.6319,0.0421,0.0,0.0735,2.306
WAAS,Utilities,27.7374,0.2057,-0.142,0.532264711,-0.0616,0.879854494,0.200710443,0.9498,0.1301,0.0,0.0,2.478
AVAV,Industrials,31.0807,0.1515,0.067,0.401175007,0.0437,13.96659556,0.566991538,0.0,0.0356,0.0985,0.0,6.427
IPGP,Technology,8.2182,0.0362,0.277,0.548176075,0.1832,2.688197426,0.567062479,0.0206,0.1091,0.0841,0.0,7.346
SAM,Consumer Defensive,15.9892,0.1537,0.093,0.514481509,0.2013,2.554328111,1.556063834,0.0,0.0557,0.0,0.0,1.922
CNMD,Healthcare,24.993,0.0794,0.048,0.545708988,0.0617,7.590922337,0.627865124,0.6899,0.0192,0.0491,0.0125,2.326
PJC,Financial Services,5.5427,-0.1034,0.064,1.0,0.0842,24.28613003,0.58311163,0.3356,0.0202,0.0,0.0777,1.556907098
FONR,Healthcare,8.4665,0.0446,0.244,0.48536762,0.2152,4.942676445,0.688997911,0.0035,0.0341,0.0215,0.0,4.604
UNF,Consumer Cyclical,11.4205,0.0663,0.097,0.377111198,0.1119,3.095805444,0.920311318,0.0,0.0665,0.0,0.0012,3.954
OSIS,Technology,13.406,0.1335,-0.027,0.359549283,-0.0595,9.429088328,0.86747934,0.7442,0.0397,0.0562,0.0,1.468
EPM,Energy,15.0164,0.1824,0.481,0.713396955,0.2538,0.665471278,0.435323719,0.0,0.0907,0.0,0.0318,7.256
CRY,Healthcare,44.5141,0.3855,-0.011,0.658131722,-0.0103,8.471090628,0.460243639,0.7885,0.022,0.0879,0.0,5.19
LAUR,Consumer Defensive,5.6573,-0.0105,0.114,0.180094227,0.1796,2.626924093,0.494889829,1.3122,0.0711,0.0,0.0,1.023
SSD,Industrials,10.9766,0.1042,0.117,0.445416195,0.148,4.237320157,1.055934295,0.0,0.0076,0.0399,0.0159,3.955
TNC,Industrials,10.6936,0.1201,0.03,0.396109161,0.1063,6.875832313,1.132001008,1.1295,0.0191,0.0274,0.0163,1.883
TDY,Technology,15.1689,0.1144,0.115,0.382796885,0.1497,6.556258473,0.761767254,0.3352,0.0299,0.0,0.0,1.546
HABT,Consumer Cyclical,9.2747,0.2135,0.007,0.521565497,0.0224,2.50175432,1.286434042,0.0,0.1079,0.0,0.0,0.966
SRI,Consumer Cyclical,7.7737,0.0506,0.062,0.296272566,0.1901,7.719239304,1.548113648,0.3478,0.0334,0.059,0.0,2.174
WLDN,Industrials,22.4727,-0.004,0.037,0.341488768,0.0695,34.04001,0.904759215,0.4994,0.0075,0.0,0.0,1.49
MEI,Technology,8.3893,0.1124,0.063,0.263789497,0.0908,5.599876695,0.991702151,0.0917,0.0525,0.0,0.01,3.503
WSC,Industrials,18.2533,0.685,-0.068,0.38512028,-0.0768,0.355607087,0.27299404,2.6269,0.1784,0.0,0.0,0.953
CVTI,Industrials,3.9755,0.256,0.048,0.235769181,0.1239,1.965079506,1.144702685,0.6927,0.0152,0.0,0.001,1.662
USPH,Healthcare,22.6529,0.0963,0.077,0.223971219,0.1615,22.50537954,1.024245994,0.1845,0.0158,0.0,0.009,1.888
JOE,Real Estate,16.0296,0.1023,0.294,0.534649425,0.0625,9.165987865,0.12661402,0.475,0.2301,0.0,0.0,7.43889311
PARR,Energy,10.1941,0.3961,0.012,0.119508797,0.077,6.336569062,2.334941201,1.5081,0.0142,0.0,0.0,1.157
EXTN,Energy,4.7108,0.1198,0.018,0.281755013,0.045,1.509417388,0.868416787,0.7305,0.1562,0.0,0.0,1.238
CBPX,Basic Materials,7.378,0.0795,0.141,0.279663296,0.2265,1.831201798,0.785358301,0.8041,0.058,0.0,0.0,3.088
ROLL,Industrials,19.2495,0.0968,0.129,0.383046719,0.1044,3.505991803,0.59063523,0.2077,0.0414,0.0,0.0,4.597
NSSC,Industrials,28.1357,0.05,0.083,0.414132496,0.1205,13.50993963,1.252180322,0.0,0.014,0.0723,0.0,5.712
NEO,Healthcare,40.1256,0.1519,0.022,0.45987042,0.0082,4.545082775,0.547985703,0.3505,0.0517,0.0108,0.0,1.702
FPI,Real Estate,16.3765,0.2131,-0.007,0.860279299,0.0416,0.050494007,0.049204526,1.7775,-0.3408,0.0,0.0782,2.302092812
MTBC,Technology,31.9663,0.589,-0.138,0.381698445,-0.055,27.58767582,1.061365261,0.0129,0.0203,0.0204,0.0,3.196
AMRC,Industrials,11.129,0.0976,0.048,0.220561071,0.1008,1.685747756,0.677612742,0.6529,0.1647,0.0,0.0,1.397
EGLE,Industrials,8.4632,0.3096,0.041,0.358425753,0.0262,0.448050814,0.366451077,0.6896,0.1145,0.0,0.0,1.881
IDA,Utilities,12.2826,0.0158,0.165,0.366503934,0.0957,0.311836815,0.214758708,0.7741,0.2027,0.0,0.0258,2.311
WMK,Consumer Defensive,6.7904,0.0122,0.018,0.266437464,0.0613,3.953625925,2.450588718,0.0,0.0268,0.0,0.0253,1.756
CPSI,Technology,12.6135,0.0126,0.063,0.533959081,0.1103,25.78491954,0.855574134,0.8203,0.0035,0.1297,0.0159,1.816
AGS,Consumer Cyclical,14.7709,0.346,-0.073,0.723314838,-0.1535,3.116421073,0.390103399,3.8871,0.228,0.1113,0.0,3.178
CLCT,Industrials,10.9222,-0.0244,0.091,0.569445865,0.4371,8.170088327,2.124821506,0.2103,0.0705,0.0,0.0716,1.481
IPHS,Basic Materials,7.4934,0.1105,0.045,0.178827001,0.1071,3.337740129,0.983669343,0.8941,0.0708,0.0063,0.0783,2.516
FARO,Technology,24.3004,0.1183,0.012,0.565732719,0.0131,13.26978334,0.797297351,0.0,0.032,0.0984,0.0,3.248
THR,Industrials,17.7347,0.1684,0.039,0.465997427,0.0356,4.143236893,0.465841078,0.648,0.0294,0.0,0.0,3.529
CHE,Healthcare,16.3002,0.0696,0.115,0.310775879,0.3476,11.0017589,1.82736546,0.1508,0.0297,0.0,0.0041,0.834
CMTL,Technology,18.9534,0.0367,0.052,0.392473392,0.0589,19.68430676,0.675127816,0.332,0.0151,0.0944,0.0119,1.692
CCMP,Technology,12.014,0.1635,0.186,0.532270391,0.1651,5.297191279,0.755625355,0.0,0.0361,0.088,0.0097,5.168
TRS,Industrials,8.759,0.0726,0.095,0.27831361,0.1343,4.670607029,0.797023225,0.4731,0.0283,0.0,0.0,2.906
